flight_id,departure_ts,carrier,departure_airport,arrival_airport,distance,delayed_15_min
ZTFIC05,2019-12-26 08:36:00,FL,SRQ,ATL,445,0
YOLIK06,2019-11-01 07:40:00,OO,SMF,SLC,532,0
VNSLS06,2019-01-16 13:05:00,DL,DCA,ATL,547,0
XMYIH01,2019-09-28 15:04:00,UA,DEN,SMF,910,0
OQZUL09,2019-11-19 09:55:00,WN,RDU,BNA,443,0
QJTCP09,2019-12-29 06:24:00,DL,SJC,SLC,585,0
PINKG05,2019-01-25 06:15:00,NW,PHL,MSP,980,0
BOYEP05,2019-09-19 08:20:00,DH,IAD,EWR,213,0
UXMSM05,2019-04-12 20:18:00,UA,DEN,SEA,1024,0
MDVOO08,2019-05-07 10:15:00,DH,MHT,IAD,418,0
VIQMX02,2019-11-14 12:20:00,MQ,CID,DFW,685,0
WIYXF07,2019-02-26 09:35:00,US,ORD,PHL,678,0
BXFVP01,2019-08-11 17:36:00,DL,JAX,ATL,270,0
ZRFTQ08,2019-11-02 16:30:00,AA,ICT,DFW,328,0
ERGYT09,2019-07-09 22:34:00,UA,ORD,DEN,888,0
GBKPO07,2019-08-19 14:26:00,YV,DEN,ASE,125,0
KFOPK04,2019-12-27 08:20:00,US,PHX,SEA,1107,0
AFEDP04,2019-05-26 17:33:00,XE,IAH,MCI,643,0
BWIJP03,2019-08-29 17:10:00,OO,MSO,DEN,679,0
COQME04,2019-05-28 08:35:00,WN,FLL,BWI,925,0
PSQTM04,2019-03-08 18:45:00,WN,BNA,LAX,1797,0
PMQBI01,2019-03-11 14:55:00,AA,STT,BOS,1693,0
NBLOJ01,2019-01-18 17:01:00,OO,LAX,SAN,109,0
KNQPC05,2019-12-27 20:10:00,HP,PHX,ONT,325,0
CPZOE02,2019-01-04 08:11:00,NW,FSD,MSP,197,0
JYIOS09,2019-01-10 10:20:00,WN,PHL,FLL,992,1
FXJCK03,2019-07-04 11:05:00,WN,PHX,ELP,347,0
LTVFD06,2019-08-11 18:15:00,DL,PBI,ATL,545,1
HUXRH06,2019-12-24 08:55:00,UA,DEN,SJC,948,1
YDJHT02,2019-04-19 10:42:00,XE,MCI,EWR,1092,0
BMDMS09,2019-04-05 09:38:00,UA,IND,DEN,977,0
KFCYT08,2019-09-03 15:35:00,WN,BUR,SJC,296,0
DQJNN09,2019-05-14 12:31:00,NW,SAV,DTW,706,1
NQJTX01,2019-09-20 10:04:00,DL,ATL,PIT,526,0
AHLYL09,2019-12-05 08:48:00,WN,SNA,SJC,342,0
GMXKZ06,2019-06-29 10:00:00,MQ,DFW,MAF,309,1
OFNZO06,2019-12-25 17:01:00,UA,ROC,ORD,528,0
ABZZK07,2019-10-22 11:15:00,WN,MCI,STL,237,0
KDSHS01,2019-12-04 10:55:00,OH,GRB,CVG,416,0
GLNFF08,2019-10-15 09:39:00,XE,IAH,COS,809,0
KZXLX05,2019-01-26 20:08:00,OH,CVG,RIC,413,0
CWRZQ05,2019-07-13 20:49:00,DL,LGA,ATL,761,1
PCDHN08,2019-09-27 22:02:00,AA,MIA,LAS,2175,1
OZJLD01,2019-10-19 07:00:00,YV,BOI,PHX,735,0
GMGUR03,2019-03-28 22:00:00,WN,PHX,ONT,325,0
KVDMY02,2019-08-03 06:00:00,EV,ATL,CVG,373,0
MYRPU03,2019-02-06 18:34:00,AS,SEA,ANC,1449,1
SVDCJ04,2019-07-15 10:32:00,CO,IAH,ORD,925,0
YLQNM06,2019-05-16 16:15:00,WN,OAK,SNA,371,0
PNIRE06,2019-05-07 13:29:00,UA,ORD,PIT,412,0
PLGQC06,2019-08-05 07:25:00,MQ,DFW,PNS,604,0
WMYTL08,2019-07-04 17:30:00,UA,IAD,LAS,2066,1
MDIRS05,2019-06-28 08:20:00,WN,OAK,SAN,446,0
HPIQF04,2019-07-11 09:44:00,UA,MSP,DEN,680,1
HSWHZ08,2019-07-14 15:33:00,NW,DTW,SAT,1215,0
BNBAK07,2019-09-28 21:50:00,YV,IAD,MHT,418,0
RRGHS07,2019-11-17 15:38:00,WN,OMA,MDW,423,1
KYWLU06,2019-07-21 10:28:00,CO,SFO,IAH,1635,0
KGELK09,2019-07-27 22:15:00,YV,CLT,PNS,488,1
AMXMF03,2019-03-02 05:50:00,MQ,XNA,DFW,281,0
YNXKK03,2019-07-23 07:55:00,OO,SLC,DEN,391,0
JNBDM07,2019-04-05 21:35:00,YV,CLT,DFW,936,0
VFIZQ04,2019-04-18 06:20:00,WN,PDX,SMF,479,0
VKRBZ02,2019-08-29 20:36:00,MQ,DFW,SJT,228,0
FNCUU05,2019-03-06 06:16:00,NW,MSY,MEM,349,0
XCREI09,2019-02-24 11:40:00,WN,LAS,RNO,345,1
JSEHB03,2019-04-30 06:42:00,CO,EWR,RSW,1068,0
UCIOC08,2019-12-07 11:45:00,AA,ABQ,DFW,569,0
COSRJ04,2019-08-22 01:06:00,CO,LAX,IAH,1379,0
IYDEO04,2019-09-08 13:12:00,OO,SLC,SUN,223,1
UHYJQ01,2019-06-07 11:58:00,XE,LFT,IAH,201,0
SPKGA05,2019-05-28 11:12:00,XE,EWR,RDU,416,0
BORFX03,2019-06-24 10:10:00,NW,ATL,DTW,594,0
EGGMG08,2019-04-11 13:58:00,UA,TPA,IAD,810,0
PDOWO06,2019-04-21 06:30:00,EV,MFE,ATL,974,0
IVFUB01,2019-10-17 12:13:00,UA,PHL,ORD,678,0
IYAWK03,2019-12-18 22:46:00,AA,ORD,LAX,1745,1
PPSKL08,2019-06-08 16:34:00,OH,CVG,SAV,515,0
JKMXG04,2019-02-10 11:15:00,FL,RSW,BWI,919,0
NEVZW03,2019-06-15 07:53:00,US,PIT,ORD,412,0
RHHBR05,2019-06-28 19:46:00,US,RDU,CLT,130,1
QTELX07,2019-07-28 06:00:00,DH,ATL,IAD,533,0
VFIQP08,2019-06-09 17:00:00,NW,DTW,RDU,501,0
QRNBJ07,2019-09-25 16:42:00,OH,MIA,CVG,948,0
GANQH09,2019-07-11 20:26:00,FL,PHL,ATL,665,1
XRJMP02,2019-10-29 10:41:00,CO,MCO,EWR,938,1
TXOZY05,2019-05-01 17:16:00,NW,DTW,IND,231,0
SVEKE02,2019-08-26 08:02:00,UA,SEA,DEN,1024,0
QPKOV02,2019-01-27 12:26:00,DL,TPA,LGA,1011,0
VPFXZ02,2019-06-09 09:20:00,WN,MDW,PHL,668,0
CFNXF08,2019-12-28 17:27:00,XE,IAH,OMA,781,0
JLQSO07,2019-05-06 11:34:00,XE,CLE,DCA,310,0
DYMIK07,2019-09-14 20:10:00,OH,SRQ,CVG,812,0
GYCTP01,2019-02-22 12:10:00,DL,LGA,ATL,761,0
FGSHD02,2019-02-20 07:59:00,OO,ORD,LNK,466,0
MFZQY03,2019-06-16 07:04:00,F9,DEN,LAX,862,0
WOFUC06,2019-07-16 13:20:00,WN,SJC,SNA,342,0
KEHJS09,2019-03-11 13:10:00,NW,PBI,DTW,1087,0
RMSFC07,2019-07-07 17:50:00,FL,ATL,JAX,270,1
ZAWJN03,2019-08-19 08:47:00,CO,EWR,SAT,1569,0
CLDSJ04,2019-11-17 05:57:00,TZ,LGA,MDW,725,0
WZMMF04,2019-09-15 15:39:00,NW,MEM,BWI,787,1
ROGSH05,2019-08-03 07:56:00,MQ,ABI,DFW,158,0
UBBKE04,2019-06-20 20:05:00,AA,MIA,RDU,700,0
ZSSAW07,2019-05-03 09:19:00,NW,ALB,DTW,488,0
MVVKU09,2019-07-20 18:32:00,MQ,CLT,ORD,599,1
TOGBZ08,2019-05-01 15:05:00,OH,BNA,CVG,230,0
YKKVK05,2019-03-31 11:00:00,OH,DSM,CVG,505,0
FDWTB07,2019-09-29 18:23:00,WN,OAK,BUR,325,0
LIFSC04,2019-02-14 15:32:00,MQ,ICT,DFW,328,1
WTSGR05,2019-06-09 13:10:00,XE,IAH,MOB,427,0
SQTNK01,2019-04-05 05:56:00,OO,ABQ,SLC,493,0
NBGAD03,2019-09-08 09:08:00,YV,CAE,ORD,666,0
WWUCR08,2019-09-23 08:04:00,AA,IAD,SJU,1571,0
VWQLU06,2019-01-30 22:04:00,FL,ATL,BWI,576,1
BVJBG09,2019-02-14 17:04:00,US,RIC,PHL,198,0
PUCTA06,2019-05-04 06:47:00,AA,STL,MIA,1068,0
YURLV02,2019-03-31 16:11:00,MQ,DFW,SJT,228,0
BRSMJ06,2019-04-19 10:49:00,UA,SFO,PHX,651,0
KSRMU05,2019-11-27 09:56:00,WN,STL,CLE,487,0
GIGNR02,2019-07-25 16:00:00,US,LAS,SFO,414,0
LGEIT06,2019-12-14 15:58:00,DL,ATL,GSO,306,0
BZOFI04,2019-08-22 06:24:00,OO,ORD,PIT,412,0
LYOZO08,2019-04-25 12:50:00,UA,LIH,SFO,2447,0
SGAIS07,2019-12-11 07:06:00,AA,DFW,ORF,1213,0
RNLCW06,2019-01-08 16:21:00,UA,MSP,ORD,334,0
OSMGV03,2019-12-05 07:07:00,US,PIT,CLT,366,0
MAKRJ06,2019-07-16 07:03:00,UA,BWI,SFO,2457,0
HJPND06,2019-06-05 07:38:00,US,MCO,PHX,1848,0
JAENC02,2019-07-18 09:55:00,WN,BWI,SAN,2295,0
SULMF02,2019-06-01 08:48:00,AA,DCA,MIA,920,0
TYPKV05,2019-04-02 06:51:00,UA,ORD,BOS,867,0
VFKDX06,2019-04-25 16:15:00,OO,BIL,DEN,455,0
MTOVK01,2019-03-15 20:20:00,WN,MCO,PHL,861,0
PBBKT01,2019-03-31 09:11:00,CO,EWR,CMH,462,0
ILFIU05,2019-04-26 08:40:00,MQ,LAX,SJC,308,1
EDEXL09,2019-03-17 07:58:00,NW,DEN,DTW,1123,0
SCGEK07,2019-07-24 09:00:00,WN,BOI,LAS,520,0
VBGGK03,2019-12-24 19:45:00,EV,ATL,MDW,590,1
UNZJA05,2019-01-15 09:36:00,AA,PHL,DFW,1302,0
XHEYR06,2019-02-27 14:15:00,WN,LAS,RNO,345,1
XZIWO03,2019-03-09 06:07:00,TZ,MDW,LGA,725,0
CASBG05,2019-12-16 11:58:00,AA,TUL,ORD,585,0
QEYXC02,2019-07-15 17:06:00,NW,MSP,MKE,297,0
SDBMC01,2019-10-05 11:28:00,UA,DEN,SAN,853,0
VWPDX01,2019-02-25 10:40:00,DL,PHL,ATL,665,1
GIJNE07,2019-08-08 12:25:00,OO,BUR,SLC,574,0
YAKOH07,2019-10-04 20:41:00,OO,SFO,SLC,599,0
SEGZA07,2019-01-20 20:50:00,EV,IAD,ATL,533,0
LQYXE05,2019-09-21 10:33:00,NW,DTW,BWI,408,0
QETAO02,2019-10-18 19:41:00,OO,SBP,SFO,191,0
UIRAW08,2019-10-30 08:16:00,OO,ORD,TVC,224,0
XIMGB03,2019-04-20 15:43:00,EV,ATL,HSV,151,0
MCDEB08,2019-04-06 13:17:00,MQ,ORD,MSN,109,0
ZYOKX07,2019-11-29 12:08:00,OO,LAX,CLD,86,0
AWCVV01,2019-12-06 13:40:00,HP,PHX,BOS,2300,1
JWPOU03,2019-08-23 17:46:00,CO,IAD,IAH,1190,0
VBKDT02,2019-07-11 13:25:00,OO,SGF,ORD,438,0
XAJHJ05,2019-11-11 13:13:00,EV,FNT,ATL,644,0
DQKZO09,2019-09-30 14:29:00,CO,LAX,IAH,1379,0
ZDKTY09,2019-09-11 20:37:00,UA,LGA,ORD,733,1
SNHTB08,2019-01-21 18:19:00,CO,IAH,CMH,986,0
AJXSI08,2019-06-07 18:57:00,WN,OAK,PHX,646,1
QQVEC06,2019-05-23 15:16:00,MQ,MIA,CLT,650,0
KGPVH07,2019-08-28 12:53:00,AS,FAI,ANC,261,0
NNTSP04,2019-07-14 07:46:00,AS,BET,ANC,399,0
TCEPW09,2019-03-28 08:53:00,HP,ABQ,PHX,328,0
MJVDT09,2019-07-08 17:22:00,EV,ATL,MLU,448,0
WPJGA04,2019-10-28 22:00:00,WN,HOU,DAL,239,0
VEZBK03,2019-11-11 17:14:00,DL,SLC,BOS,2105,0
GTXYP03,2019-10-11 07:29:00,XE,IAH,PHX,1009,0
UNWCR09,2019-01-14 15:45:00,AA,JFK,SFO,2586,0
FUMVM06,2019-05-17 06:00:00,WN,PHX,SAN,304,0
MAXAX09,2019-11-05 12:41:00,DL,LAS,SLC,368,0
MYQIW03,2019-04-01 13:48:00,B6,FLL,JFK,1069,0
PFVTQ07,2019-10-24 15:20:00,FL,JAX,ATL,270,0
ZIMPT08,2019-11-25 19:52:00,OO,ORD,FSD,462,0
FFAAP04,2019-11-10 07:12:00,MQ,SFO,SNA,372,0
BTYQI01,2019-06-01 07:52:00,MQ,GSO,MIA,710,0
UIGZU05,2019-08-18 15:38:00,CO,IAH,ORD,925,0
NJTLH01,2019-10-03 07:21:00,DL,JAN,ATL,341,0
AGBEO09,2019-03-19 11:03:00,UA,LAX,ORD,1745,0
HKCYD05,2019-05-29 13:28:00,MQ,VPS,DFW,626,0
VJAYS01,2019-09-18 12:48:00,AA,DFW,LGB,1220,0
FNPNR08,2019-08-27 21:33:00,UA,DEN,TUL,541,0
LWJLC07,2019-09-27 18:57:00,FL,RDU,ATL,356,0
VBVOH01,2019-09-19 13:50:00,YV,IAD,PHL,134,1
MKVPN09,2019-08-24 11:05:00,B6,BUF,BOS,396,0
FYWLQ07,2019-03-13 12:47:00,OO,SFO,FAT,158,0
EYLSW01,2019-06-03 18:02:00,MQ,DFW,XNA,281,0
IQPNA05,2019-03-23 14:18:00,XE,IAH,TUS,936,0
MASGL08,2019-08-26 06:06:00,UA,ONT,DEN,819,0
PPXPW02,2019-03-15 08:33:00,OO,TUL,SLC,926,0
MSGCF04,2019-04-09 08:13:00,AA,TUS,DFW,813,0
XTDAE05,2019-10-18 18:13:00,FL,ATL,IAD,533,0
FSORO05,2019-08-24 10:54:00,OH,CVG,PHL,507,0
XNLZC09,2019-08-16 20:38:00,MQ,ORD,CID,196,0
TLBVI06,2019-10-28 15:39:00,FL,RSW,DCA,892,0
GEIGO06,2019-10-29 09:11:00,FL,ATL,JAX,270,0
DEIEF04,2019-11-11 19:44:00,US,CLT,CHS,168,0
HPRFZ09,2019-08-16 13:16:00,MQ,FWA,ORD,157,0
CVCPY08,2019-10-14 16:45:00,WN,LAX,OAK,337,1
JJUBW01,2019-03-13 08:04:00,DL,ATL,LGA,761,1
WXYNG07,2019-06-12 19:23:00,F9,STL,DEN,770,0
LSUHX09,2019-05-05 08:03:00,AA,PBI,DFW,1103,0
GDYXF06,2019-10-29 09:48:00,WN,BWI,PVD,328,0
HCRGW04,2019-12-12 09:20:00,NW,CLT,DTW,500,0
NLJWZ07,2019-07-14 07:09:00,AA,MIA,IAH,964,0
BHAMZ08,2019-10-07 11:01:00,DL,IND,ATL,432,0
AXBQW02,2019-10-04 19:15:00,WN,SAN,OAK,446,0
XPCUW06,2019-12-06 17:20:00,WN,HOU,TUL,453,1
DUNLY02,2019-11-03 09:51:00,XE,RDU,CLE,416,0
FCGXL02,2019-04-08 06:12:00,XE,ICT,IAH,542,0
USKWZ06,2019-06-26 11:17:00,AS,SIT,KTN,183,0
BYRYD08,2019-03-29 13:53:00,EV,EVV,ATL,350,0
TCJRR04,2019-12-28 18:53:00,AS,PDX,SMF,479,1
XFVGV08,2019-05-23 13:10:00,WN,STL,MCI,237,0
JIVPH01,2019-08-28 06:34:00,MQ,GRB,ORD,174,0
EKHXK03,2019-11-25 19:31:00,AS,SEA,SJC,697,0
SAOZE04,2019-04-19 07:44:00,DL,TUL,ATL,674,0
KHIHY02,2019-08-18 19:49:00,B6,PWM,JFK,274,0
FWDDD05,2019-12-16 13:25:00,MQ,BTR,DFW,383,1
RYKTP07,2019-03-25 07:10:00,WN,FLL,MCO,178,0
PGYKT08,2019-01-05 07:00:00,WN,MCO,MDW,989,0
LHMCM01,2019-05-16 13:43:00,FL,ATL,MDW,590,0
WTGJV04,2019-02-25 06:47:00,AS,LAX,PDX,834,0
LEPBL07,2019-05-11 12:04:00,EV,ATL,GPT,352,0
LBWQO03,2019-05-04 07:38:00,DL,LGA,FLL,1076,0
PNQFU02,2019-04-12 19:28:00,MQ,MAF,DFW,309,0
XXAVN02,2019-08-04 10:59:00,WN,HOU,MSY,303,1
HWTHJ09,2019-11-20 12:00:00,WN,MCO,ALB,1073,0
CWSAK01,2019-11-22 22:30:00,WN,BWI,MHT,377,0
BZKFO03,2019-12-14 09:58:00,OO,BOI,SFO,522,0
CRRYJ06,2019-04-13 09:07:00,WN,PHL,PHX,2075,0
LGGFP04,2019-02-07 19:00:00,OO,ABQ,SLC,493,1
FBLGC08,2019-03-22 09:42:00,AA,DFW,PDX,1616,0
BIWGK06,2019-12-18 10:46:00,CO,IAH,MIA,964,0
JPUZN02,2019-02-08 14:28:00,DL,BOS,LGA,185,0
CSNAT07,2019-03-11 10:56:00,MQ,DFW,FWA,859,0
QDEAD01,2019-08-08 19:05:00,MQ,RIC,ORD,642,0
FOHFD09,2019-06-14 17:43:00,EV,ATL,BTR,449,0
TUNJL08,2019-04-29 08:54:00,OO,SLC,BZN,347,0
HGIHW06,2019-07-10 20:25:00,OO,SFO,BOI,522,0
KMJRQ06,2019-04-24 06:25:00,MQ,ATL,ORD,606,0
YCPOQ04,2019-05-31 14:58:00,OO,SLC,GEG,546,0
JNIPJ01,2019-12-29 08:32:00,NW,MEM,MSP,700,0
XCRLI07,2019-03-05 10:00:00,WN,MDW,SEA,1733,0
UBGLH06,2019-06-17 08:57:00,CO,CLE,IAH,1091,0
WPUXI07,2019-05-25 08:28:00,DL,LGA,DCA,214,0
KDFBZ02,2019-08-06 17:26:00,AS,KTN,SIT,183,0
LZMJV02,2019-06-20 11:41:00,B6,BOS,FLL,1237,0
DSCUP09,2019-11-16 14:11:00,AA,DFW,BNA,631,0
BNESA06,2019-06-05 00:07:00,US,LAS,MIA,2175,0
CPCYA03,2019-07-22 06:51:00,UA,ORD,CLE,316,0
BYEHR08,2019-07-10 18:31:00,UA,DEN,MCI,533,0
BZAIS06,2019-12-29 12:27:00,DH,SAV,IAD,515,0
EBQAZ05,2019-11-16 08:55:00,WN,BNA,JAX,484,0
IDPKZ02,2019-06-11 17:45:00,UA,ORD,RIC,642,0
YLGQY03,2019-08-12 08:32:00,HA,PHX,HNL,2917,0
LTGBC08,2019-07-10 17:48:00,MQ,DFW,AMA,313,0
MLUOW06,2019-05-24 12:35:00,WN,SAN,PHX,304,0
KJIVY09,2019-01-22 12:04:00,DL,ATL,PHX,1587,0
VLYTX05,2019-06-14 08:42:00,CO,EWR,LAX,2454,0
PAUMH05,2019-06-15 13:45:00,EV,AVL,ATL,164,1
FVJMY03,2019-12-29 17:25:00,US,BOS,PHL,280,0
JGSUG08,2019-09-29 10:28:00,HA,HNL,OGG,100,0
KBJFA04,2019-03-09 19:43:00,OO,LAX,COS,833,0
JJAQZ03,2019-07-16 10:47:00,WN,SAN,ELP,636,0
YYNHF01,2019-12-10 18:48:00,CO,MSY,IAH,305,0
ECSIY02,2019-08-02 15:32:00,MQ,EVV,DFW,642,0
WYOPH09,2019-05-18 16:03:00,MQ,DSM,DFW,624,0
JWASU02,2019-09-06 07:44:00,MQ,LGA,RDU,431,1
IBERC08,2019-07-01 11:12:00,AA,DFW,PIT,1068,1
HIFMM02,2019-08-15 14:30:00,NW,MSP,LAS,1300,1
YRULY09,2019-09-12 12:39:00,DL,PBI,JFK,1028,0
LEQSX09,2019-10-27 14:35:00,EV,DSM,ATL,743,1
OOZSL06,2019-06-27 22:30:00,US,CLT,ALB,646,1
HUMMW05,2019-03-18 18:38:00,WN,BWI,PVD,328,0
ERHTJ05,2019-01-07 19:07:00,CO,EWR,PBI,1024,0
PYHKX08,2019-04-12 18:51:00,AA,DFW,RSW,1017,0
YZEFD03,2019-08-01 12:03:00,YV,PHX,SAT,843,0
PXZNP04,2019-10-20 08:05:00,HP,PHL,LAS,2176,0
QGSQO05,2019-06-23 10:05:00,AA,DFW,SAN,1171,0
TMJVD05,2019-12-19 11:55:00,CO,EWR,IAH,1400,1
JUGOY01,2019-04-06 06:05:00,EV,MCI,SLC,919,0
CHSVI05,2019-04-19 08:43:00,CO,EWR,ORD,719,0
