ticker,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2010-03-25T00:00:00Z,226.65,230.97,226.25,230.458,19367300,28.1018853599,28.6375136183,28.0522901508,28.5740317506,135571235,0,1
AAPL,2010-03-26T00:00:00Z,230.9,231.95,228.55,228.95,22888400,28.6288344567,28.7590218806,28.3374626032,28.3870578123,160218960,0,1
AAPL,2010-03-29T00:00:00Z,232.39,233.8699,231.62,233,19312300,28.8135766106,28.9970664855,28.7181058331,28.8892093045,135186235,0,1
AAPL,2010-03-30T00:00:00Z,235.845,237.48,234.25,236.6027,18832500,29.2419552293,29.4446756465,29.044194333,29.3359009541,131827631,0,1
AAPL,2010-03-31T00:00:00Z,235,236.61,234.46,235.49,15380700,29.13718535,29.3368060667,29.0702318177,29.1979394812,107665007,0,1
AAPL,2010-04-01T00:00:00Z,235.97,238.73,232.75,237.49,21540900,29.2574537321,29.599660675,28.8582122988,29.4459155267,150786450,0,1
AAPL,2010-04-05T00:00:00Z,238.49,238.51,234.77,234.975,24446700,29.5699035495,29.5723833099,29.1086681048,29.1340856495,171127071,0,1
AAPL,2010-04-06T00:00:00Z,239.54,240.24,237,238.2,15964900,29.7000909734,29.7868825893,29.3851613956,29.5339470229,111754411,0,1
AAPL,2010-04-07T00:00:00Z,240.6,241.92,238.6601,239.72,22446500,29.8315182775,29.9951824676,29.5909939122,29.7224088175,157125657,0,1
AAPL,2010-04-08T00:00:00Z,239.95,241.54,238.04,240.44,20463900,29.7509260627,29.9480670189,29.5141089392,29.8116801939,143247443,0,1
AAPL,2010-04-09T00:00:00Z,241.79,241.89,240.46,241.43,11935100,29.9790640246,29.9914628269,29.8141599543,29.9344283364,83545783,0,1
AAPL,2010-04-12T00:00:00Z,242.29,243.07,241.81,242.2,11893800,30.041058036,30.1377686938,29.9815437851,30.029899114,83256683,0,1
AAPL,2010-04-13T00:00:00Z,242.43,242.8,241.11,241.86,10936100,30.0584163592,30.1042919276,29.8947521691,29.9877431862,76552776,0,1
AAPL,2010-04-14T00:00:00Z,245.69,245.81,244.07,245.28,14431300,30.4626173134,30.4774958761,30.2617567165,30.4117822241,101019201,0,1
AAPL,2010-04-15T00:00:00Z,248.92,249.03,245.51,245.78,13456600,30.8630986269,30.8767373094,30.4402994693,30.4737762355,94196294,0,1
AAPL,2010-04-16T00:00:00Z,247.4,251.14,244.55,248.57,26805200,30.6746368323,31.1383520375,30.3212709675,30.819702819,187636587,0,1
AAPL,2010-04-19T00:00:00Z,247.07,247.89,241.77,247.03,20247300,30.6337207848,30.7353909635,29.9765842642,30.6287612639,141731241,0,1
AAPL,2010-04-20T00:00:00Z,244.59,249.25,242.955,248.54,26368800,30.3262304884,30.9040146745,30.1235100711,30.8159831783,184581784,0,1
AAPL,2010-04-21T00:00:00Z,259.22,260.25,255.73,258.805,35085400,32.1401752614,32.2678829249,31.707457062,32.088720232,245598045,0,1
AAPL,2010-04-22T00:00:00Z,266.4695,266.75,256.2,258.24,28336600,33.0390264325,33.0738050729,31.7657314327,32.0186669991,198356398,0,1
AAPL,2010-04-23T00:00:00Z,270.83,272.18,267,267.99,28462700,33.5796762057,33.7470600365,33.1048020786,33.2275502211,199239099,0,1
AAPL,2010-04-26T00:00:00Z,269.5,272.46,268.19,271.88,17109600,33.4147721355,33.7817766829,33.2523478256,33.7098636297,119767319,0,1
AAPL,2010-04-27T00:00:00Z,262.04,267.84,260.52,267.27,25333700,32.4898214856,33.2089520177,32.301359691,33.1382788447,177336077,0,1
AAPL,2010-04-28T00:00:00Z,261.6,264,256.41,263.25,27085800,32.4352667556,32.7328380103,31.7917689175,32.6398469932,189600789,0,1
AAPL,2010-04-29T00:00:00Z,268.64,270,262.01,263.02,19958600,33.3081424359,33.4767661469,32.4861018449,32.6113297479,139710339,0,1
AAPL,2010-04-30T00:00:00Z,261.09,270.57,261,269.31,19373700,32.372032864,33.5474393198,32.360873942,33.3912144111,135616035,0,1
AAPL,2010-05-03T00:00:00Z,266.35,267.88,262.88,263.84,16226500,33.0242098638,33.2139115386,32.5939714248,32.7129999266,113585613,0,1
AAPL,2010-05-04T00:00:00Z,258.68,263.29,256.75,262.89,25850700,32.0732217291,32.6448065141,31.8339248452,32.595211305,180955080,0,1
AAPL,2010-05-05T00:00:00Z,255.985,258.14,248.73,253.03,31539400,31.7390740078,32.0062681968,30.8395409026,31.3726894005,220776020,0,1
AAPL,2010-05-06T00:00:00Z,246.25,258.25,199.25,253.83,45923600,30.5320506062,32.0199068793,24.7046135361,31.4718798187,321465521,0,1
AAPL,2010-05-07T00:00:00Z,235.86,246.57,225.21,243.71,59857800,29.2438150496,30.5717267734,27.9233426072,30.2171210283,419005019,0,1
AAPL,2010-05-10T00:00:00Z,253.99,254.65,248.53,250.25,35153800,31.4917179024,31.5735499974,30.8147432981,31.0280026972,246076846,0,1
AAPL,2010-05-11T00:00:00Z,256.52,259.89,250.5,251.84,30318100,31.8054076,32.2232472367,31.0589997029,31.2251436534,212226912,0,1
AAPL,2010-05-12T00:00:00Z,262.09,263.13,258.7,259.245,23370700,32.4960208868,32.6249684304,32.0757014896,32.143274962,163595063,0,1
AAPL,2010-05-13T00:00:00Z,258.36,265,256.4,263.22,21418300,32.0335455619,32.856826033,31.7905290372,32.6361273525,149928249,0,1
AAPL,2010-05-14T00:00:00Z,253.82,256.48,249.5,255.165,27120100,31.4706399385,31.8004480791,30.9350116801,31.6374038291,189840889,0,1
AAPL,2010-05-17T00:00:00Z,254.22,256.18,247.71,254.7,27244100,31.5202351476,31.7632516722,30.7130731194,31.5797493985,190708890,0,1
AAPL,2010-05-18T00:00:00Z,252.36,258.55,250.26,256.98,27952800,31.2896174253,32.0571032862,31.0292425774,31.8624420904,195669795,0,1
AAPL,2010-05-19T00:00:00Z,248.34,252.92,244.85,249.5,36633100,30.7911855737,31.359050718,30.3584673743,30.9350116801,256431956,0,1
AAPL,2010-05-20T00:00:00Z,237.76,243.85,236.21,241.88,45818400,29.4793922929,30.2344793515,29.2872108576,29.9902229467,320729120,0,1
AAPL,2010-05-21T00:00:00Z,242.32,244.5,231.35,232.82,43710400,30.0447776767,30.3150715663,28.6846290669,28.8668914604,305973105,0,1
AAPL,2010-05-24T00:00:00Z,246.76,250.9,246.26,247.28,26937100,30.5952844978,31.108594912,30.5332904864,30.6597582696,188559888,0,1
AAPL,2010-05-25T00:00:00Z,245.22,246.76,237.16,239.35,37428800,30.4043429427,30.5952844978,29.4049994792,29.6765332491,262001862,0,1
AAPL,2010-05-26T00:00:00Z,244.109,252.13,243.75,250.08,30380500,30.2665922494,31.26110018,30.2220805492,31.0069247334,212663712,0,1
AAPL,2010-05-27T00:00:00Z,253.35,253.89,249.11,250.6,23795800,31.4123655678,31.4793191001,30.8866563513,31.0713985052,166570766,0,1
AAPL,2010-05-28T00:00:00Z,256.88,259.4,253.35,259.3881,29129100,31.8500432882,32.1624931055,31.4123655678,32.1610176481,203903903,0,1
AAPL,2010-06-01T00:00:00Z,260.83,265.94,258.96,259.69,31302600,32.3397959781,32.9733747744,32.1079383755,32.1984496321,219118419,0,1
AAPL,2010-06-02T00:00:00Z,263.95,264.8,260.335,264.54,24591000,32.7266386091,32.8320284285,32.2784219068,32.7997915425,172137172,0,1
AAPL,2010-06-03T00:00:00Z,263.12,265.55,260.41,265.18,23218100,32.6237285502,32.9250194455,32.2877210085,32.8791438771,162526862,0,1
AAPL,2010-06-04T00:00:00Z,255.965,261.9,254.63,258.21,27082300,31.7365942473,32.4724631624,31.5710702369,32.0149473584,189576289,0,1
AAPL,2010-06-07T00:00:00Z,250.94,259.15,250.55,258.29,31676500,31.1135544329,32.1314960998,31.0651991041,32.0248664003,221735721,0,1
AAPL,2010-06-08T00:00:00Z,249.33,253.8,245.65,253.24,35741800,30.9139337163,31.468160178,30.4576577925,31.3987268853,250192850,0,1
AAPL,2010-06-09T00:00:00Z,243.2,251.9,242.49,251.47,30522500,30.1538871367,31.2325829348,30.0658556406,31.179268085,213657713,0,1
AAPL,2010-06-10T00:00:00Z,250.51,250.98,242.2,244.84,27727000,31.0602395831,31.1185139538,30.029899114,30.3572274941,194089194,0,1
AAPL,2010-06-11T00:00:00Z,253.51,253.86,247.37,248.225,19491400,31.4322036514,31.4755994594,30.6709171917,30.7769269511,136439936,0,1
AAPL,2010-06-14T00:00:00Z,254.28,259.15,254.01,255.96,21534300,31.527674429,32.1314960998,31.4941976628,31.7359743072,150740250,0,1
AAPL,2010-06-15T00:00:00Z,259.69,259.85,255.5,255.64,20895500,32.1984496321,32.2182877158,31.6789398167,31.6962981399,146268646,0,1
AAPL,2010-06-16T00:00:00Z,267.25,267.75,260.6302,261.1,27988500,33.1357990842,33.1977930956,32.3150231711,32.3732727442,195919695,0,1
AAPL,2010-06-17T00:00:00Z,271.87,272.9,269.5,270.6,31173400,33.7086237494,33.8363314129,33.4147721355,33.5511589605,218214018,0,1
AAPL,2010-06-18T00:00:00Z,274.074,275,271.42,272.25,28022200,33.9818933516,34.0967062607,33.6528291392,33.7557391981,196155596,0,1
AAPL,2010-06-21T00:00:00Z,270.17,279.01,268.73,277.69,27731800,33.4978441107,34.593898232,33.3193013579,34.4302340419,194122794,0,1
AAPL,2010-06-22T00:00:00Z,273.85,275.97,271.5,272.16,25616500,33.9541200345,34.2169746428,33.662748181,33.744580276,179315679,0,1
AAPL,2010-06-23T00:00:00Z,270.97,274.66,267.9,274.58,27444900,33.5970345289,34.0545503329,33.216391299,34.0446312911,192114492,0,1
AAPL,2010-06-24T00:00:00Z,269,273.195,268.1,271,25509900,33.3527781241,33.8729078796,33.2411889036,33.6007541696,178569478,0,1
AAPL,2010-06-25T00:00:00Z,266.7,270.27,265.81,270.06,19640800,33.0676056717,33.510242913,32.9572563315,33.4842054282,137485737,0,1
AAPL,2010-06-28T00:00:00Z,268.3,269.75,264.52,266.93,20891000,33.2659865081,33.4457691412,32.7973117821,33.096122917,146237146,0,1
AAPL,2010-06-29T00:00:00Z,256.17,264.39,254.3,264.1205,40476600,31.762011792,32.7811933391,31.5301541894,32.747778567,283336483,0,1
AAPL,2010-06-30T00:00:00Z,251.53,257.97,250.01,256.71,26409000,31.1867073664,31.985190233,30.9982455718,31.8289653243,184863184,0,1
AAPL,2010-07-01T00:00:00Z,248.48,254.8,243.22,254.3,36532000,30.8085438969,31.5921482008,30.1563668972,31.5301541894,255724255,0,1
AAPL,2010-07-02T00:00:00Z,246.94,250.93,243.2,250.49,24780100,30.6176023419,31.1123145527,30.1538871367,31.0577598227,173460873,0,1
AAPL,2010-07-06T00:00:00Z,248.63,252.8,246.16,251,21972700,30.8271421003,31.3441721553,30.5208916841,31.1209937143,153809053,0,1
AAPL,2010-07-07T00:00:00Z,258.665,258.77,249.75,250.49,23377000,32.0713619088,32.0843806512,30.9660086858,31.0577598227,163639163,0,1
AAPL,2010-07-08T00:00:00Z,258.09,262.9,254.89,262.48,26362300,32.0000687957,32.5964511852,31.6033071229,32.5443762156,184536284,0,1
AAPL,2010-07-09T00:00:00Z,259.62,259.9,255.16,256.89,15475800,32.1897704705,32.2244871169,31.636783889,31.8512831684,108330708,0,1
AAPL,2010-07-12T00:00:00Z,257.285,261.85,254.86,258.53,20102800,31.9002584374,32.4662637613,31.5995874822,32.0546235257,140719740,0,1
AAPL,2010-07-13T00:00:00Z,251.798,256.4,246.43,256.32,42533000,31.2199361565,31.7905290372,30.5543684503,31.7806099954,297731297,0,1
AAPL,2010-07-14T00:00:00Z,252.727,255.8,249,249.38,29001700,31.3351210296,31.7161362236,30.8730176688,30.9201331174,203012103,0,1
AAPL,2010-07-15T00:00:00Z,251.45,256.97,247.3,248.23,29459500,31.1767883245,31.8612022102,30.6622380301,30.7775468912,206216706,0,1
AAPL,2010-07-16T00:00:00Z,249.9,254.97,248.41,253.18,37137800,30.9846068893,31.6132261647,30.7998647353,31.3912876039,259964859,0,1
AAPL,2010-07-19T00:00:00Z,245.58,249.88,239.6,249.88,36588500,30.4489786309,30.9821271288,29.7075302548,30.9821271288,256119756,0,1
AAPL,2010-07-20T00:00:00Z,251.89,252.9,240.01,242.9,38391100,31.2313430546,31.3565709576,29.7583653441,30.1166907299,268737968,0,1
AAPL,2010-07-21T00:00:00Z,254.24,265.15,254,265.09,42345400,31.5227149081,32.8754242364,31.4929577826,32.8679849551,296418096,0,1
AAPL,2010-07-22T00:00:00Z,259.024,260,255.31,257.68,23047100,32.115873609,32.2368859192,31.6553820924,31.9492337064,161329861,0,1
AAPL,2010-07-23T00:00:00Z,259.94,260.38,256.28,257.09,19049600,32.2294466378,32.2840013678,31.7756504745,31.8760807729,133347333,0,1
AAPL,2010-07-26T00:00:00Z,259.28,260.0998,257.71,260,15019700,32.1476145428,32.2492599239,31.9529533471,32.2368859192,105138005,0,1
AAPL,2010-07-27T00:00:00Z,264.08,264.8,260.3,260.87,20884700,32.7427570521,32.8320284285,32.274082326,32.344755499,146193046,0,1
AAPL,2010-07-28T00:00:00Z,260.96,265.99,260.25,263.67,18570900,32.355914421,32.9795741756,32.2678829249,32.6919219627,129996429,0,1
AAPL,2010-07-29T00:00:00Z,258.11,262.65,256.1,260.71,22993100,32.0025485562,32.5654541795,31.7533326304,32.3249174154,160951860,0,1
AAPL,2010-07-30T00:00:00Z,257.25,259.7,254.9,255.8925,16007500,31.8959188566,32.1996895124,31.6045470031,31.7276051157,112052612,0,1
AAPL,2010-08-02T00:00:00Z,261.85,262.59,259.62,260.44,15287700,32.4662637613,32.5580148982,32.1897704705,32.2914406492,107014007,0,1
AAPL,2010-08-03T00:00:00Z,261.93,263.26,259.42,261.01,14916200,32.4761828031,32.6410868734,32.164972866,32.3621138222,104413504,0,1
AAPL,2010-08-04T00:00:00Z,262.98,264.28,260.311,262.84,15013400,32.606370227,32.7675546566,32.2754461943,32.5890119038,105093905,0,1
AAPL,2010-08-05T00:00:00Z,261.7,263.18,260.55,261.73,10324900,32.4476655579,32.6311678316,32.3050793317,32.4513851986,72274372,0,1
AAPL,2010-08-06T00:00:00Z,260.091,261.49,257.63,259.78,15889200,32.2481688293,32.4216280731,31.9430343052,32.2096085542,111224511,0,1
AAPL,2010-08-09T00:00:00Z,261.75,262.15,259.57,261.48,10826000,32.453864959,32.5034601681,32.1835710694,32.4203881929,75782075,0,1
AAPL,2010-08-10T00:00:00Z,259.41,260.45,257.55,259.85,16140000,32.1637329858,32.2926805294,31.9331152634,32.2182877158,112980112,0,1
AAPL,2010-08-11T00:00:00Z,250.19,255.69,249.81,255.4,22144800,31.0205634159,31.7024975411,30.9734479672,31.6665410145,155013755,0,1
AAPL,2010-08-12T00:00:00Z,251.79,253.1,246.12,246.69,19104300,31.2189442523,31.3813685621,30.5159321632,30.5866053362,133730233,0,1
AAPL,2010-08-13T00:00:00Z,249.1,251.88,249.09,251.65,12673900,30.885416471,31.2301031743,30.8841765908,31.2015859291,88717388,0,1
AAPL,2010-08-16T00:00:00Z,247.64,250.01,246.62,247.58,11372500,30.7043939578,30.9982455718,30.5779261746,30.6969546764,79607579,0,1
AAPL,2010-08-17T00:00:00Z,251.97,254.63,249.2,250.08,15094300,31.2412620964,31.5710702369,30.8978152733,31.0069247334,105660205,0,1
AAPL,2010-08-18T00:00:00Z,253.07,254.67,251.58,252.36,12132000,31.3776489214,31.5760297578,31.1929067675,31.2896174253,84924084,0,1
AAPL,2010-08-19T00:00:00Z,249.88,253.48,248.68,252.84,15239500,30.9821271288,31.4284840108,30.8333415015,31.3491316762,106676606,0,1
AAPL,2010-08-20T00:00:00Z,249.64,253.92,249,249.39,13722500,30.9523700033,31.4830387408,30.8730176688,30.9213729976,96057596,0,1
AAPL,2010-08-23T00:00:00Z,245.8,252,245.25,251.79,14787200,30.4762559959,31.2449817371,30.4080625834,31.2189442523,103510503,0,1
AAPL,2010-08-24T00:00:00Z,239.93,243,238.65,242.67,21520200,29.7484463023,30.1290895322,29.5897416331,30.0881734847,150641550,0,1
AAPL,2010-08-25T00:00:00Z,242.89,243.99,237.2,238.04,21316700,30.1154508497,30.2518376747,29.4099590001,29.5141089392,149217049,0,1
AAPL,2010-08-26T00:00:00Z,240.28,245.75,240.2778,245.45,16660900,29.7918421102,30.4700565948,29.7915693366,30.4328601879,116626416,0,1
AAPL,2010-08-27T00:00:00Z,241.62,242.61,235.56,241.75,19585400,29.9579860607,30.0807342033,29.2066186428,29.9741045037,137097937,0,1
AAPL,2010-08-30T00:00:00Z,242.5,245.75,240.6801,240.76,13688900,30.0670955208,30.4700565948,29.8414497182,29.8513563612,95822395,0,1
AAPL,2010-08-31T00:00:00Z,243.1,244.56,240.35,241.85,15028100,30.1414883344,30.3225108477,29.8005212718,29.986503306,105196805,0,1
AAPL,2010-09-01T00:00:00Z,250.33,251.46,246.28,247.47,24894200,31.037921739,31.1780282048,30.5357702468,30.6833159939,174259574,0,1
AAPL,2010-09-02T00:00:00Z,252.17,252.17,248.57,251.2623,14836700,31.2660597009,31.2660597009,30.819702819,31.1535157727,103857003,0,1
AAPL,2010-09-03T00:00:00Z,258.77,258.78,254.5,255.09,18599600,32.0843806512,32.0856205314,31.554951794,31.6281047274,130197330,0,1
AAPL,2010-09-07T00:00:00Z,257.81,259.53,256.25,256.64,12234200,31.9653521493,32.1786115485,31.7719308338,31.8202861627,85639485,0,1
AAPL,2010-09-08T00:00:00Z,262.92,264.3899,259.1,259.78,18805400,32.5989309457,32.7811809403,32.1252966987,32.2096085542,131637931,0,1
AAPL,2010-09-09T00:00:00Z,263.07,266.52,262.92,265.04,15663400,32.6175291491,33.0452878276,32.5989309457,32.8617855539,109643909,0,1
AAPL,2010-09-10T00:00:00Z,263.41,264.5,261.4,263.19,13840800,32.6596850768,32.7948320216,32.4104691511,32.6324077118,96885696,0,1
AAPL,2010-09-13T00:00:00Z,267.04,268.28,265.76,265.82,13885000,33.1097615995,33.2635067477,32.9510569303,32.9584962117,97195097,0,1
AAPL,2010-09-14T00:00:00Z,268.06,269.17,265.52,266.21,14576800,33.2362293827,33.373856088,32.9212998049,33.0068515406,102037702,0,1
AAPL,2010-09-15T00:00:00Z,270.22,270.38,267.84,268.17,15334600,33.5040435119,33.5238815955,33.2089520177,33.2498680652,107342307,0,1
AAPL,2010-09-16T00:00:00Z,276.57,276.67,269.5,270.24,23289400,34.2913674564,34.3037662587,33.4147721355,33.5065232723,163025963,0,1
AAPL,2010-09-17T00:00:00Z,275.37,277.96,273.68,277.69,22659900,34.1425818291,34.4637108081,33.9330420706,34.4302340419,158619458,0,1
AAPL,2010-09-20T00:00:00Z,283.23,283.78,275.85,276.08,23524200,35.117127688,35.1853211006,34.20209608,34.2306133253,164669564,0,1
AAPL,2010-09-21T00:00:00Z,283.77,287.35,282.79,283.86,23859800,35.1840812203,35.6279583418,35.062572958,35.1952401424,167018767,0,1
AAPL,2010-09-22T00:00:00Z,287.75,287.98,282.41,282.71,20903200,35.6775535509,35.7060707962,35.0154575094,35.0526539162,146322546,0,1
AAPL,2010-09-23T00:00:00Z,288.92,292.76,286,286.33,28075600,35.8226195376,36.298733545,35.4605745111,35.5014905586,196529396,0,1
AAPL,2010-09-24T00:00:00Z,292.32,293.53,290.55,292.1,23196000,36.244178815,36.3942043225,36.0247200147,36.21690145,162372162,0,1
