order_id,product_id,add_to_cart_order,reordered
5246,21903,2,1
5246,47626,3,1
5246,11737,4,1
5246,31288,5,1
5246,6948,6,1
5246,25527,7,1
5246,24964,8,1
5246,26209,9,1
5246,5086,10,0
5246,24764,11,1
5246,21334,12,0
5246,34530,13,0
5246,33731,14,1
5246,40723,15,0
5246,37646,16,1
5246,40992,17,0
5246,32086,18,0
5246,49175,19,0
5246,38383,20,1
5246,27336,21,0
5246,39475,22,0
5246,31717,23,1
5246,45007,24,0
5246,19048,25,0
5246,35838,26,0
5246,35853,27,0
5246,19508,28,0
5246,28290,29,0
5246,26576,30,0
5246,23734,31,0
5246,10895,32,0
5246,34429,33,0
5246,35163,34,0
5246,11352,35,0
5246,34262,36,1
5246,25537,37,0
5246,6348,38,1
5246,39699,39,1
5246,36772,40,0
5246,37825,41,0
5246,5240,42,0
5246,17948,43,0
5246,27966,44,0
5246,29363,45,1
5246,42903,46,0
5246,42828,47,0
5246,27344,48,0
6055,28448,1,1
6055,30709,2,1
6055,18105,3,1
6055,29478,4,1
6055,5782,5,1
6055,18339,6,0
6055,30021,7,0
6055,12376,8,1
6055,2106,9,0
6055,43903,10,1
6055,39321,11,1
6055,47107,12,0
6055,18337,13,1
6055,19625,14,0
6055,38483,15,0
6055,19043,16,0
6055,35865,17,0
6055,47044,18,0
6055,18115,19,0
6055,48665,20,0
6055,18286,21,0
6055,21187,22,0
6055,14850,23,1
6055,5259,24,0
6055,29309,25,1
6284,48775,1,1
6284,28842,2,1
6284,21616,3,1
6284,8424,4,1
6471,34126,1,0
6471,49158,2,0
6471,11140,3,1
6471,30776,4,0
6471,9217,5,0
6471,26738,6,0
6471,2063,7,0
6471,32387,8,0
6471,4329,9,0
6471,3305,10,0
6483,28413,1,0
6483,7252,2,0
6486,49235,1,1
6711,13176,1,1
6711,20015,2,1
6711,22935,3,1
6711,21903,4,1
6711,23236,5,1
6711,48775,6,1
6711,14578,7,0
6711,31040,8,0
6711,12432,9,1
6711,9957,10,0
6711,40559,11,0
6711,26128,12,0
6711,25647,13,0
6711,35704,14,0
6711,32864,15,1
6711,17794,16,0
6711,43768,17,1
6711,12015,18,1
6711,13984,19,0
6711,6740,20,0
6711,33378,21,0
6711,28535,22,0
6825,27344,1,1
6825,12456,2,1
6825,21137,3,1
6825,27750,4,0
6825,46642,5,0
6825,36766,6,0
7086,34745,1,1
7086,10849,2,0
7086,24024,3,1
7086,47209,4,1
7086,48885,5,0
7086,26940,6,0
7086,43768,7,1
7086,10749,8,0
7086,18465,9,0
7286,21938,1,1
7286,17794,2,1
7286,23236,3,1
7286,28934,4,1
7286,48023,5,1
7286,8075,6,0
7286,24759,7,1
7286,9018,8,1
7286,5161,9,0
7286,24852,10,1
7286,5876,11,1
7286,26209,12,1
7286,49533,13,1
7286,3952,14,1
7286,9390,15,1
7286,24489,16,1
7286,25157,17,1
7286,4781,18,1
7286,47380,19,0
7286,25659,20,0
7286,47766,21,1
7473,33000,1,0
7473,33037,2,1
7473,27744,3,1
7473,27845,4,1
7473,14242,5,1
7473,31100,6,1
7473,40683,7,0
7473,37349,8,1
7473,10685,9,1
7473,31343,10,1
7473,26706,11,1
7473,1090,12,0
7473,30884,13,0
7473,9290,14,0
7473,12409,15,0
7473,4920,16,1
7473,14197,17,0
7578,16974,1,1
7578,35561,2,1
7578,38768,3,1
7578,21292,4,1
7578,30162,5,1
7630,29095,1,1
7630,15130,2,1
7630,9076,3,0
7630,20919,4,1
7630,25869,5,1
7630,44640,6,1
7630,17705,7,1
7630,46049,8,1
7754,46284,1,0
7754,19638,2,1
7754,11123,3,1
7754,35921,4,1
7754,8584,5,1
7754,40310,6,1
7754,6799,7,1
7754,38318,8,1
7760,37385,1,1
7760,9438,2,0
7760,41757,3,0
7760,17789,4,0
7760,24221,5,0
7819,34969,1,1
7819,48205,2,1
7819,17758,3,1
7819,24852,4,1
7819,26384,5,1
7819,19204,6,1
7819,17616,7,1
7819,32429,8,0
7819,34993,9,0
7819,30966,10,1
7819,44234,11,0
7819,27801,12,1
7819,19835,13,0
7968,27336,1,0
7968,47766,2,0
7968,35939,3,1
7968,26209,4,1
7968,28842,5,1
7968,27845,6,1
7968,43712,7,1
7968,28199,8,1
8469,11520,1,1
8614,8954,1,1
8614,28985,2,1
8614,14381,3,1
8614,43295,4,0
8614,13718,5,1
8614,16797,6,0
8614,47626,7,1
8614,14927,8,1
8614,38656,9,1
8614,7405,10,0
8975,22610,1,1
8975,28515,2,1
8975,44799,3,1
8975,46025,4,1
8975,37241,5,1
8975,5450,6,1
8975,36023,7,1
9256,42265,1,0
9256,47766,2,1
9256,25890,3,1
9256,39097,4,0
9256,27744,5,0
9346,24852,1,0
9346,44614,2,0
9346,31506,3,0
9346,38185,4,1
9346,44142,5,1
10133,961,1,1
10133,5449,2,1
10133,37417,3,1
10133,37464,4,1
10133,160,5,0
10133,28204,6,1
10133,44359,7,1
10467,8859,1,1
10467,42438,2,0
10467,18027,3,0
10467,44570,4,0
10467,48205,5,0
11188,39928,1,1
11188,46969,2,1
11188,37646,3,1
11188,13176,4,1
11188,44430,5,0
11188,8174,6,0
11188,5450,7,0
11188,38456,8,0
11188,49683,9,1
11188,27104,10,1
11188,45007,11,1
11188,31553,12,0
11188,41950,13,0
11188,22935,14,0
11188,24964,15,0
11188,21938,16,0
11188,28289,17,0
11188,28842,18,0
11188,18479,19,0
11188,30363,20,0
11188,12320,21,0
11188,34110,22,0
11188,4461,23,0
11188,27307,24,1
11188,19894,25,0
11188,48559,26,0
11188,7054,27,0
12007,9534,1,0
12007,36342,2,0
12007,26768,3,0
12007,41065,4,0
12007,27344,5,0
12007,47573,6,0
12119,2855,1,1
12119,46304,2,0
12119,31997,3,1
12119,3142,4,0
12154,6631,1,1
12154,24964,2,1
12456,41787,1,1
12456,12879,2,1
12456,12439,3,1
12456,38889,4,1
12456,31196,5,1
12456,24101,6,1
12456,42360,7,0
12456,8149,8,0
12456,28571,9,1
12456,34945,10,1
12513,24852,1,0
12748,46842,1,1
12748,25740,2,1
12748,33894,3,1
12748,13914,4,1
12748,31511,5,1
12748,19495,6,1
12748,47990,7,0
12748,19619,8,1
12748,3676,9,1
12748,1648,10,1
12748,17341,11,1
12748,14087,12,1
12748,13573,13,1
12748,43455,14,1
12748,26604,15,0
12748,24852,16,1
13058,21948,1,1
13058,2120,2,1
13304,8080,1,1
13304,8022,2,0
13304,20953,3,0
13304,37794,4,0
13304,44449,5,0
13304,325,6,0
13304,5467,7,0
13304,22559,8,0
13304,9957,9,0
13304,9421,10,0
13671,45,1,1
13671,26714,2,1
13671,39408,3,1
13672,25890,1,1
13672,15937,2,0
13672,29439,3,0
13672,34126,4,1
13672,6173,5,0
13672,26031,6,0
13672,44628,7,0
13672,23543,8,1
13672,26497,9,0
14009,32347,1,1
14009,12962,2,1
14009,20995,3,1
14009,8518,4,1
14009,36857,5,1
14009,45638,6,0
14009,15937,7,0
14009,25659,8,0
14009,16183,9,0
14658,49235,1,1
14658,21709,2,1
14658,19660,3,1
14658,35221,4,1
14658,8277,5,1
14658,13176,6,1
14658,37646,7,1
14658,22825,8,1
14658,49192,9,1
14658,39928,10,1
14658,39108,11,1
14658,23579,12,1
14658,2344,13,1
14658,24799,14,1
14658,36082,15,1
14658,35946,16,1
14658,33158,17,1
14658,7781,18,1
14658,49075,19,1
14658,45416,20,1
14658,9839,21,1
14658,43662,22,1
14658,45007,23,1
14658,7461,24,1
14658,27156,25,1
14658,1244,26,1
14658,46845,27,1
14658,45946,28,1
14658,17360,29,1
14658,29418,30,1
14658,1468,31,1
14658,43194,32,1
14658,15349,33,1
14658,35418,34,1
14658,25931,35,1
14658,10112,36,1
14658,21137,37,1
14658,29594,38,0
14658,27392,39,0
14658,32665,40,1
14658,27104,41,1
14658,17948,42,1
14658,7293,43,0
14881,49683,1,1
14881,10106,2,1
14881,49026,3,1
14881,4945,4,1
14881,21137,5,1
14881,5322,6,1
14881,36923,7,1
14881,29871,8,1
14881,35824,9,0
14881,2732,10,0
14881,32781,11,0
14881,26194,12,0
14881,29262,13,0
14881,45223,14,1
14881,19019,15,0
15334,24852,1,1
15334,14252,2,1
15334,34234,3,0
15334,34407,4,0
15334,6974,5,0
15334,39351,6,1
15334,22952,7,0
15334,20017,8,0
15334,32331,9,0
15334,25495,10,0
15334,25461,11,0
15410,6631,1,0
15410,24852,2,1
15410,932,3,0
15410,35221,4,1
15410,12557,5,1
15410,34789,6,1
15410,16939,7,0
15410,204,8,0
15410,100,9,0
15410,44614,10,0
15410,13688,11,0
15410,48904,12,0
15410,33651,13,0
15410,48655,14,0
15410,22890,15,0
15410,46402,16,0
15410,22006,17,0
15410,39160,18,0
15410,34092,19,0
15410,25804,20,1
15410,258,21,1
15600,13176,1,1
15600,30764,2,1
15600,3798,3,1
15600,18023,4,1
15600,43352,5,1
15600,6184,6,1
15600,22802,7,1
15600,39275,8,1
15600,22362,9,1
15600,42265,10,1
15600,41787,11,1
15600,3298,12,0
15717,8277,1,1
15717,14678,2,1
15717,47209,3,1
15717,38827,4,1
15717,32655,5,1
15717,27156,6,1
15717,18362,7,1
15717,41177,8,1
15717,27336,9,1
15717,28199,10,1
15717,10912,11,1
15822,47144,1,0
15822,1891,2,0
15822,5621,3,0
15822,27105,4,0
15822,1909,5,0
15822,29277,6,0
15822,38273,7,0
15822,31635,8,0
15822,30489,9,0
15822,22307,10,0
15822,4781,11,0
15822,35140,12,0
15822,10644,13,0
15901,9808,1,1
15901,24852,2,1
15901,20842,3,1
15901,29675,4,0
15901,4305,5,0
15901,41593,6,0
15901,34421,7,0
15901,24810,8,0
15901,42625,9,0
15901,13304,10,0
15901,29650,11,0
15901,11777,12,1
15901,43210,13,0
15901,47766,14,1
16031,17794,1,1
16031,33000,2,1
16031,24184,3,1
16031,26283,4,1
16031,21137,5,1
16031,43858,6,1
16031,22990,7,0
16031,31100,8,1
16031,46667,9,1
16031,33719,10,1
16031,49652,11,0
16031,41153,12,1
16031,31727,13,0
16031,39371,14,0
16031,45613,15,0
16031,26706,16,1
16031,27845,17,1
16031,42411,18,0
16031,27744,19,1
16031,25256,20,1
16031,14242,21,1
16031,42701,22,1
16031,3957,23,1
16031,25824,24,0
16031,36034,25,1
16031,8296,26,1
16360,18379,1,0
16360,1752,2,0
16360,16743,3,0
16360,21198,4,0
16360,14112,5,0
16360,46175,6,0
16360,9065,7,0
16394,40174,1,1
16394,11777,2,1
16394,29734,3,1
16394,23801,4,0
16394,33731,5,0
16394,23375,6,0
16394,29965,7,0
16436,42342,1,0
16436,24253,2,0
16436,13877,3,0
16436,7518,4,0
16436,20384,5,0
16436,19634,6,0
16546,5161,1,0
16855,41149,1,1
16855,47866,2,1
16855,29244,3,0
16855,16965,4,0
16855,20995,5,1
16855,1416,6,0
17018,40154,1,1
17018,4562,2,1
17018,37886,3,1
17018,20637,4,1
17161,40285,1,0
17161,35430,2,0
17161,34024,3,0
17161,39921,4,0
17161,10032,5,0
17232,29437,1,0
17232,2120,2,0
17234,48718,1,1
17234,24810,2,1
17234,47209,3,1
17234,48491,4,1
17234,22935,5,1
17234,15040,6,1
17234,10621,7,1
17234,37147,8,1
17234,27286,9,0
17234,890,10,0
17234,44359,11,1
17234,35838,12,0
17234,14976,13,0
17234,41483,14,0
17234,35350,15,1
17234,26949,16,1
17234,22993,17,1
17234,11069,18,1
17255,42265,1,1
17255,30561,2,0
17255,21376,3,0
17255,7054,4,0
17255,17284,5,1
17255,21709,6,0
17255,35221,7,1
17554,31282,1,0
17554,11520,2,1
17554,47626,3,1
17554,24852,4,1
17554,47209,5,1
17554,41950,6,0
17554,2979,7,1
17554,27959,8,0
17554,38944,9,1
17554,49075,10,1
17554,43698,11,1
17554,41375,12,0
17874,12469,1,0
17874,4297,2,0
17874,48335,3,0
17874,20876,4,0
17887,27845,1,1
17887,40516,2,0
17887,41950,3,1
17887,5450,4,0
17887,22935,5,1
17887,24964,6,0
17887,10199,7,1
17887,40078,8,0
17887,37067,9,1
17887,24838,10,1
17887,48726,11,0
17887,32734,12,0
17887,1130,13,0
17887,37524,14,0
17887,46720,15,0
17887,18479,16,0
17887,1999,17,0
17887,46667,18,1
17887,19450,19,0
17887,15028,20,0
17887,11712,21,0
18473,2078,1,0
18473,24852,2,0
18473,49520,3,0
18473,33198,4,0
18473,49519,5,0
18473,15290,6,0
18473,34969,7,0
18473,24184,8,0
18473,47209,9,0
18473,5230,10,0
18473,21903,11,0
18473,2295,12,0
18473,30391,13,0
18473,32734,14,0
18473,26083,15,0
18473,8174,16,0
18473,48559,17,0
18473,25890,18,0
18668,18471,1,1
18668,40749,2,1
18668,27966,3,1
18668,26604,4,1
18668,16797,5,1
19520,34243,1,1
19520,24838,2,1
19520,37523,3,1
19520,40818,4,1
19520,47209,5,1
19520,5876,6,1
19520,37646,7,1
19520,29801,8,1
19993,47270,1,0
19993,30024,2,0
19993,43049,3,0
19993,1934,4,1
19993,49184,5,0
20201,30233,1,1
20375,5386,1,0
20375,15599,2,0
20375,10321,3,0
20375,38326,4,0
20375,16516,5,0
20375,28024,6,0
20375,19178,7,0
20375,17125,8,0
20375,10755,9,0
20375,32181,10,0
20375,36956,11,0
20375,15772,12,0
20375,17615,13,0
20375,23909,14,0
20375,782,15,0
20375,18170,16,0
20375,38557,17,0
20469,1503,1,0
21148,15772,1,1
21148,29223,2,1
21148,11365,3,1
21148,7021,4,0
21169,24852,1,0
21169,5450,2,0
21169,2180,3,0
21169,16882,4,0
21169,24382,5,0
21169,40706,6,0
21169,31848,7,0
21169,23375,8,0
21169,35752,9,0
21169,14651,10,0
21756,6991,1,1
21756,8096,2,1
21756,14688,3,0
21756,7667,4,1
21756,9076,5,0
21926,3298,1,1
21926,12341,2,1
21926,13176,3,1
21926,6184,4,1
21926,13575,5,1
21926,5161,6,1
21926,34050,7,1
21926,8013,8,1
21926,21572,9,1
21926,43352,10,1
21926,14084,11,0
22107,35034,1,1
22107,11507,2,1
22107,24852,3,1
22107,10305,4,0
22107,28848,5,0
22107,21938,6,0
22107,10749,7,0
22107,43205,8,0
22107,14962,9,0
22320,22802,1,1
22320,20955,2,0
22320,38440,3,0
22526,19380,1,0
22526,11563,2,0
22526,23420,3,0
22526,38510,4,0
22526,47978,5,1
22526,1519,6,1
22526,22935,7,0
22526,47626,8,1
22526,49265,9,1
22526,38892,10,0
22526,4210,11,1
22526,16696,12,1
22526,36175,13,0
22526,13108,14,0
22526,22787,15,0
22526,662,16,0
22526,40910,17,0
22604,35921,1,1
22604,45313,2,0
22604,5748,3,1
22604,17316,4,1
22604,29925,5,1
22604,4605,6,1
22604,15290,7,1
22604,30950,8,1
22604,25,9,0
22604,7331,10,0
22604,43619,11,0
22604,10326,12,0
22604,43212,13,0
22604,3999,14,1
22604,40198,15,1
22604,46886,16,1
22604,22151,17,1
22604,43279,18,0
22604,28842,19,1
22604,14143,20,1
22779,31616,1,0
22779,38185,2,0
22779,34862,3,0
22779,49139,4,0
22779,27761,5,0
22779,42460,6,0
22779,27056,7,0
22779,40216,8,0
22779,21137,9,0
22779,13176,10,0
22779,47402,11,1
22779,8536,12,0
22853,48697,1,0
22968,24838,1,1
22968,37523,2,1
22968,40818,3,1
22968,5876,4,1
22968,47209,5,1
22968,8230,6,1
22968,26292,7,1
23104,6948,1,1
23104,40545,2,1
23104,43352,3,1
23104,24489,4,0
23127,48215,1,1
23127,47766,2,1
23127,42450,3,1
23127,7493,4,1
23127,47020,5,1
23127,24852,6,1
23127,42633,7,1
23127,22559,8,1
23127,48516,9,1
23127,19080,10,1
23127,39464,11,0
23127,5550,12,1
23127,12011,13,0
23127,38936,14,0
23226,30142,1,0
23226,40706,2,0
23231,28931,1,1
23231,21513,2,1
23231,46720,3,1
23231,11941,4,1
23231,44359,5,1
23231,4595,6,1
23231,33129,7,1
23231,32566,8,1
23231,25706,9,1
23231,21927,10,1
23290,27638,1,0
23290,23348,2,0
23290,9337,3,1
23290,3938,4,0
23290,16927,5,0
23290,30391,6,0
23290,26828,7,1
23290,28476,8,0
23290,10749,9,0
23290,29311,10,0
23290,8670,11,0
23290,46720,12,0
23290,31343,13,0
23290,11755,14,0
23290,14148,15,0
23290,44449,16,0
23290,3583,17,0
23290,2855,18,0
23290,32740,19,0
23290,35121,20,1
23290,5760,21,0
23290,11352,22,1
23290,33527,23,0
23290,27966,24,0
23290,40706,25,1
23290,16797,26,1
23290,13560,27,0
23290,30745,28,0
23290,33636,29,0
23290,41057,30,1
23290,46807,31,0
23290,33597,32,0
23290,20142,33,0
23290,3245,34,0
23290,36359,35,0
23290,37462,36,0
23290,23375,37,0
23358,36364,1,0
23358,27104,2,0
23358,31130,3,0
23358,16387,4,1
23358,5612,5,0
23358,23540,6,1
23497,27845,1,1
23497,32109,2,1
23497,38647,3,1
23497,23236,4,1
23497,47526,5,1
23497,2078,6,1
23497,3787,7,0
23497,34126,8,1
23497,28745,9,0
23497,45633,10,1
23497,3464,11,1
23497,18465,12,1
23497,7179,13,0
23497,48679,14,1
23497,18078,15,0
23497,36606,16,1
23497,2651,17,1
23497,41950,18,1
23497,9020,19,1
23497,17948,20,0
23497,9808,21,1
23497,5746,22,1
23499,4920,1,0
23499,24852,2,0
23621,15424,1,1
23621,3260,2,1
23621,22236,3,1
23621,22340,4,1
23621,4770,5,1
23621,5389,6,1
23621,35360,7,1
23621,24852,8,1
23621,4708,9,0
23621,19963,10,0
23834,22849,1,1
23834,45437,2,1
23834,7610,3,1
23985,49235,1,1
23985,27511,2,1
23985,25232,3,1
23985,6187,4,0
23985,47843,5,1
24039,7788,1,0
24039,3990,2,1
24039,13909,3,0
24039,16953,4,0
24047,12086,1,1
24047,1142,2,0
24047,2536,3,1
24047,7747,4,0
24047,14895,5,0
24047,38949,6,0
24215,16797,1,1
24215,16281,2,1
24215,6615,3,1
24243,24852,1,1
24243,27307,2,1
24243,16797,3,1
24243,31981,4,1
24243,24097,5,1
24243,47890,6,1
24243,40516,7,1
24243,34398,8,1
24243,46817,9,1
24243,36658,10,1
24243,43772,11,1
24243,42460,12,1
24243,30584,13,1
24243,38456,14,1
24243,1972,15,1
24243,30316,16,1
24243,27104,17,1
24243,19019,18,1
24243,19604,19,0
24243,6047,20,0
24243,26882,21,0
24243,37609,22,0
24243,48485,23,0
24243,24563,24,0
24243,44542,25,0
24325,2295,1,0
24325,37193,2,1
24325,27104,3,1
24857,31553,1,1
24857,30573,2,1
24857,27288,3,1
24857,23644,4,1
24869,8707,1,1
24869,27355,2,1
24869,40068,3,1
24869,18394,4,1
24869,48364,5,1
24869,24004,6,1
24869,14379,7,1
24869,10196,8,0
24869,40795,9,1
24869,49496,10,0
24960,5876,1,1
24960,41593,2,1
24960,17568,3,1
24960,23734,4,1
24960,45007,5,1
24960,28934,6,0
24965,21616,1,1
24965,21137,2,1
24965,48679,3,1
24965,21903,4,1
24965,9076,5,1
24965,6347,6,1
24965,26940,7,1
24965,28597,8,0
24965,13310,9,0
24965,46900,10,0
24965,28204,11,1
24965,8277,12,1
25179,47209,1,1
25179,13176,2,1
25179,31883,3,1
25179,27966,4,1
25179,13829,5,1
25179,6300,6,1
25179,40396,7,1
25179,20670,8,1
25179,32650,9,1
25179,12545,10,1
25179,2390,11,1
25179,43961,12,1
25179,47792,13,1
25179,37935,14,0
25179,12324,15,1
25179,8638,16,0
25179,8832,17,0
25179,43687,18,0
25179,20105,19,0
25179,11783,20,0
25179,1557,21,0
25222,40795,1,1
25222,23763,2,0
25222,16797,3,1
25222,46049,4,1
25222,2538,5,1
25222,39142,6,1
25222,6052,7,1
25222,4377,8,1
25645,32163,1,1
25645,39427,2,1
25645,46667,3,1
25645,24830,4,1
26216,33768,1,1
26216,28413,2,1
26216,890,3,1
26387,23140,1,1
26387,30179,2,1
26387,47225,3,1
26387,4086,4,0
26387,16797,5,0
26387,8174,6,0
26387,49683,7,0
26387,41149,8,0
26387,34034,9,0
26387,48317,10,0
26387,21903,11,1
26387,45007,12,0
26857,19783,1,1
26857,3308,2,1
26857,24852,3,1
26950,28571,1,1
26950,1447,2,1
26950,45123,3,1
26950,42637,4,1
26950,40063,5,1
26950,40878,6,1
26950,41371,7,1
26950,47660,8,1
26950,8638,9,1
27119,16797,1,0
27119,9076,2,0
27119,5212,3,0
27119,29594,4,0
27119,8193,5,0
27227,38371,1,0
27227,44500,2,0
27227,6522,3,0
27227,17146,4,0
27227,1514,5,0
27227,6187,6,0
27227,13104,7,0
27776,21769,1,1
27776,43720,2,0
28050,35108,1,1
28050,48493,2,1
28050,37119,3,1
28050,36746,4,1
28054,11629,1,1
28054,9020,2,1
28054,26738,3,1
28054,23236,4,1
28054,12779,5,0
28054,19982,6,0
28054,38400,7,0
28054,13629,8,0
28054,39619,9,0
28149,26209,1,1
28355,9270,1,0
28355,13599,2,1
28355,6046,3,0
28626,6366,1,0
28626,40134,2,0
28626,13176,3,0
28626,18762,4,0
28626,12681,5,1
28626,41268,6,0
28626,29164,7,0
28626,43990,8,0
28626,34456,9,0
28626,35727,10,1
28626,16125,11,0
28626,41973,12,1
28786,33548,1,1
28786,23296,2,1
28786,22021,3,1
28786,48626,4,1
28786,46817,5,1
28786,45443,6,1
28786,519,7,0
28786,49508,8,0
28786,29546,9,0
28786,22275,10,1
28786,43262,11,1
28786,24852,12,0
28786,19417,13,1
28786,32650,14,1
28786,334,15,1
29001,21195,1,1
29001,5077,2,1
29001,21137,3,1
29001,23029,4,0
29001,35951,5,1
29001,23466,6,0
29485,28851,1,0
29485,21616,2,0
29485,5438,3,0
29485,12845,4,0
29485,36011,5,1
29485,41950,6,0
29485,6000,7,0
29485,49683,8,1
29485,38293,9,0
29589,6046,1,1
29589,24852,2,1
29589,40541,3,1
29589,36869,4,1
29818,38775,1,0
29818,46065,2,0
29818,14966,3,0
29818,31759,4,0
29818,13032,5,0
29818,9007,6,0
29818,32478,7,0
29818,19887,8,0
29862,8277,1,1
29862,11143,2,1
29862,24852,3,1
29862,25466,4,1
29862,45681,5,0
29862,35383,6,0
29862,18465,7,0
29862,5646,8,0
29862,27845,9,0
29862,36363,10,0
29883,47209,1,1
29883,9550,2,1
29883,5550,3,1
29883,31640,4,1
29883,35715,5,1
29883,23695,6,1
29883,20512,7,1
29883,21137,8,1
29883,45063,9,1
29900,27020,1,1
29900,5884,2,0
29900,1181,3,0
29900,260,4,0
30115,27750,1,1
30115,36929,2,1
30115,27104,3,1
30115,3952,4,1
30115,16759,5,1
30115,35163,6,0
30115,29311,7,1
30115,11199,8,1
30115,9327,9,1
30115,13780,10,0
30115,24964,11,1
30115,46667,12,1
30115,44126,13,0
30115,36036,14,1
30115,22825,15,0
30115,37646,16,1
30115,6740,17,0
30115,21137,18,1
30115,28941,19,1
30298,14715,1,0
30298,38928,2,0
30492,12341,1,1
30492,26604,2,0
30492,21137,3,1
30492,28413,4,1
30975,42972,1,1
30975,9507,2,1
30975,37455,3,1
30975,27845,4,1
30975,5115,5,1
30975,38772,6,1
30975,28199,7,0
30975,29487,8,0
30975,14575,9,0
31096,21938,1,0
31096,9071,2,1
31096,25093,3,1
31096,42265,4,1
31096,28816,5,1
31096,20287,6,0
31763,47273,1,1
31763,38802,2,1
31763,26922,3,0
31763,22952,4,0
31763,39719,5,0
31763,49281,6,0
31763,32467,7,1
31763,44142,8,1
31763,33198,9,0
31763,17744,10,0
31889,20015,1,1
31889,13409,2,0
31889,7095,3,0
31889,47229,4,0
31889,32864,5,1
31889,21903,6,1
31889,30391,7,0
31889,27966,8,1
31889,47601,9,0
31889,22260,10,0
31889,47065,11,0
31889,23537,12,0
31889,42421,13,0
31889,34243,14,0
32239,26209,1,1
32239,47660,2,1
32239,42637,3,1
32239,40878,4,1
32436,35249,1,0
32436,4210,2,1
32436,15660,3,0
32436,28805,4,0
32436,22890,5,0
32436,6846,6,0
32632,47931,1,1
32632,37895,2,0
32632,37766,3,1
32632,16647,4,1
32632,29509,5,1
32632,10549,6,0
32632,22724,7,1
32632,34573,8,1
33892,29987,1,1
33892,5077,2,1
33892,47766,3,1
33892,47759,4,1
33892,29487,5,1
33892,26209,6,1
33892,37646,7,1
33892,11109,8,1
33892,18418,9,1
33892,20114,10,1
33892,38895,11,1
33892,33754,12,1
33892,46906,13,1
33892,47626,14,1
33892,19295,15,1
