order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
2957021,5449,7,3,18,4.0
692422,5449,8,1,10,5.0
2453873,5449,9,6,15,5.0
2726727,5449,10,5,7,6.0
2179083,5449,11,3,0,5.0
2431716,5449,12,0,10,4.0
1802581,5449,13,2,15,9.0
3131541,5449,14,3,17,8.0
2877163,5449,15,6,13,3.0
1222388,5449,16,5,7,6.0
2138790,5449,17,0,10,2.0
3414274,5449,18,3,0,3.0
3207094,5449,19,6,9,3.0
3090967,5449,20,4,16,5.0
501184,5449,21,6,10,2.0
3057023,5449,22,3,14,4.0
1027661,5449,23,0,9,4.0
3410143,5449,24,0,16,7.0
1163492,5449,25,6,8,6.0
884162,5449,26,1,12,2.0
511789,5449,27,0,19,6.0
789788,5449,28,0,20,0.0
278282,5449,29,2,8,2.0
3113911,5449,30,0,18,5.0
1841227,5449,31,2,16,2.0
1080525,5449,32,3,16,1.0
1793554,5449,33,4,19,1.0
419535,5449,34,0,14,3.0
1417004,5449,35,6,17,6.0
3199878,5449,36,2,7,3.0
2379571,5449,37,0,14,12.0
3061133,5449,38,0,13,7.0
1101739,5449,39,1,18,1.0
969809,5449,40,6,10,5.0
1868020,5449,41,6,10,7.0
232714,5449,42,0,15,1.0
726308,5449,43,6,20,6.0
3254366,5449,44,0,19,1.0
1756787,5449,45,0,7,7.0
3413802,5449,46,1,23,1.0
1175543,5449,47,6,9,5.0
1367789,5449,48,1,13,2.0
2521956,5449,49,4,19,3.0
1158488,5449,50,0,10,3.0
614728,5449,51,4,11,4.0
461244,5449,52,0,15,3.0
65940,5449,53,3,19,3.0
2945251,5449,54,0,9,4.0
1117777,5449,55,6,18,6.0
1787689,5449,56,1,15,2.0
3224380,5449,57,2,20,1.0
1007779,5449,58,3,20,1.0
2714138,5449,59,0,14,4.0
2745928,5449,60,1,18,1.0
3340351,5449,61,2,19,1.0
604075,5449,62,6,17,18.0
2254079,5449,63,6,17,0.0
3094400,5449,64,0,12,8.0
649687,5449,65,3,14,3.0
232260,5449,66,0,10,4.0
1748675,5449,67,2,20,2.0
1536014,5449,68,4,16,2.0
1670926,5449,69,6,10,2.0
401770,5449,70,1,19,2.0
2889892,5449,71,6,14,5.0
1438292,5449,72,0,19,1.0
630906,5449,73,6,12,6.0
1943511,5449,74,1,20,2.0
116164,5449,75,6,10,5.0
798590,5449,76,1,16,2.0
2323340,5449,77,3,17,2.0
3247226,5449,78,0,16,4.0
359539,5449,79,4,19,4.0
2714009,5449,80,0,9,3.0
47394,5449,81,0,18,0.0
1195821,5449,82,3,19,3.0
1917172,5449,83,0,14,4.0
6825,5449,84,2,18,2.0
2964362,5449,85,6,8,4.0
2037408,5449,86,1,16,2.0
189486,5449,87,3,18,2.0
1423846,5449,88,3,18,0.0
30115,5449,89,6,23,10.0
1887996,5449,90,0,16,1.0
613258,5449,91,0,10,7.0
895804,5449,92,1,7,1.0
1516781,5449,93,0,14,6.0
332851,5449,94,4,17,4.0
2068295,5449,95,5,8,1.0
409829,5449,96,5,18,0.0
286882,5449,97,6,22,1.0
53215,5449,98,0,16,1.0
3218100,5449,99,6,16,6.0
2196185,5449,100,0,10,1.0
1328980,5538,1,0,21,
3329374,5538,2,3,11,10.0
2206857,5538,3,4,9,1.0
618203,5538,4,3,12,30.0
2956699,5538,5,5,10,30.0
865487,5683,1,5,16,
3243993,5683,2,4,12,13.0
1439667,5683,3,5,18,22.0
1385545,5683,4,5,17,7.0
1528573,5683,5,6,13,22.0
273758,5683,6,6,15,14.0
1402349,5725,1,3,9,
647524,5725,2,1,8,26.0
2018273,5725,3,0,1,30.0
193151,5725,4,3,14,10.0
2177697,5725,5,3,18,28.0
1273870,5725,6,2,11,30.0
3151474,5725,7,3,13,8.0
967308,5725,8,6,14,10.0
1747837,5725,9,3,15,11.0
416732,5725,10,0,12,11.0
368622,5725,11,4,20,18.0
2159301,5725,12,5,17,8.0
2672227,5725,13,4,19,13.0
2339793,5725,14,1,20,11.0
203746,5725,15,6,19,5.0
1326862,5725,16,0,14,8.0
1622054,5725,17,2,19,9.0
1854921,5725,18,4,20,9.0
1698766,5889,1,2,13,
1103483,5889,2,1,13,20.0
102844,5889,3,1,22,21.0
3348660,5889,4,2,10,8.0
1839788,6075,1,1,9,
833078,6075,2,1,9,14.0
1581543,6075,3,1,8,30.0
1102676,6075,4,3,11,2.0
2237177,6075,5,2,21,27.0
737381,6075,6,6,13,30.0
445206,6075,7,1,9,30.0
1746183,6075,8,3,6,2.0
273511,6325,1,4,11,
665125,6325,2,4,16,0.0
3239088,6325,3,1,10,4.0
1855759,6325,4,2,10,1.0
577238,6325,5,4,13,2.0
2614383,6325,6,5,15,1.0
1034676,6325,7,1,14,3.0
2798508,6325,8,5,12,4.0
1109548,6325,9,1,10,3.0
3207212,6325,10,2,14,1.0
570494,6325,11,2,21,7.0
2363397,6325,12,5,11,3.0
1730508,6325,13,1,11,3.0
255510,6325,14,1,17,7.0
167029,6325,15,3,15,2.0
2596436,6325,16,5,10,9.0
1865442,6325,17,1,16,3.0
2215304,6325,18,3,11,2.0
465295,6325,19,3,14,0.0
1025804,6325,20,1,12,5.0
3345296,6325,21,3,11,2.0
1550148,6325,22,1,12,5.0
37328,6325,23,3,11,2.0
2878609,6325,24,3,13,0.0
694376,6325,25,1,10,5.0
377408,6325,26,1,18,0.0
1206850,6325,27,2,11,1.0
477346,6325,28,3,11,1.0
1558032,6325,29,5,15,2.0
1341186,6325,30,0,17,2.0
1067655,6325,31,2,12,2.0
768773,6325,32,3,11,1.0
1363224,6325,33,3,23,0.0
2729216,6325,34,1,11,5.0
2524522,6325,35,3,10,2.0
219968,6325,36,3,11,0.0
2525846,6325,37,4,12,1.0
3005611,6325,38,5,17,1.0
2209768,6325,39,3,12,5.0
2768766,6325,40,2,11,6.0
2020052,6325,41,4,12,2.0
2556412,6325,42,1,12,4.0
1710411,6325,43,1,10,7.0
804606,6325,44,3,12,2.0
1940331,6325,45,1,11,5.0
2202475,6325,46,1,14,7.0
1620394,6325,47,1,9,7.0
2733748,6325,48,3,11,2.0
2988049,6325,49,1,11,5.0
1158569,6325,50,1,12,7.0
2604511,6325,51,2,16,8.0
502482,6325,52,0,16,5.0
1378813,6325,53,3,14,3.0
1217898,6325,54,0,17,4.0
482374,6325,55,1,10,1.0
810077,6325,56,1,12,0.0
2926102,6325,57,1,11,7.0
214442,6325,58,3,17,2.0
788099,6325,59,4,13,1.0
2789851,6325,60,1,11,4.0
2724405,6325,61,1,9,7.0
361332,6415,1,5,13,
460643,6415,2,1,21,30.0
556943,6415,3,5,17,25.0
606242,6415,4,5,13,30.0
1851094,6460,1,4,16,
2510192,6460,2,6,14,16.0
1903129,6460,3,5,14,6.0
426300,6460,4,5,15,7.0
1470364,6460,5,1,15,10.0
2562929,6460,6,1,14,7.0
365869,6460,7,6,18,5.0
260343,6814,1,2,10,
176386,6814,2,3,19,30.0
1859026,6814,3,3,17,30.0
2795496,6814,4,3,14,7.0
604893,6814,5,0,17,18.0
2626811,6814,6,5,14,5.0
1834210,6814,7,5,10,14.0
1870484,6814,8,3,11,30.0
2112916,6814,9,2,14,20.0
1416669,6814,10,4,16,9.0
910535,6870,1,2,15,
2362940,6870,2,1,15,6.0
2872248,6870,3,4,10,10.0
1082839,6870,4,1,14,30.0
1078518,6870,5,6,12,5.0
1213891,6870,6,2,16,30.0
2202468,6870,7,1,18,13.0
1555435,6870,8,0,16,30.0
2339225,6870,9,1,12,15.0
3097291,6870,10,2,13,8.0
421328,6870,11,6,18,18.0
44776,6870,12,2,16,30.0
132488,6870,13,5,18,17.0
2296793,6871,1,4,20,
2391085,6871,2,5,22,22.0
3182970,6871,3,0,18,16.0
565132,6871,4,6,13,27.0
2271394,6871,5,6,19,7.0
1705003,6871,6,2,18,3.0
2229072,6871,7,4,20,9.0
2263873,6871,8,6,16,2.0
306288,6871,9,6,14,28.0
670753,6871,10,1,14,30.0
3405113,6871,11,6,12,12.0
2158951,6871,12,3,18,11.0
3017802,6871,13,2,19,30.0
358990,6871,14,5,19,3.0
2482461,6871,15,1,19,3.0
1678188,6871,16,4,16,10.0
1290670,6871,17,0,10,17.0
1715434,6871,18,0,8,7.0
1694183,6871,19,6,19,13.0
2977688,6871,20,0,9,30.0
3163490,6871,21,0,10,7.0
2259944,6871,22,0,11,14.0
3052818,6871,23,6,15,6.0
2565511,6961,1,4,14,
469134,6961,2,1,16,30.0
616810,6961,3,0,11,6.0
2623864,6961,4,1,16,15.0
1106965,6961,5,3,18,23.0
221202,6961,6,0,18,11.0
1752139,6961,7,1,17,8.0
1415202,6961,8,6,20,5.0
2719462,6961,9,3,17,4.0
1611050,6961,10,1,20,12.0
379760,6961,11,2,15,22.0
1807508,6961,12,3,16,15.0
311704,6961,13,5,16,16.0
3045423,6961,14,1,15,24.0
1142573,6961,15,1,20,7.0
376131,6961,16,0,9,6.0
2647868,6961,17,4,15,4.0
2646320,6961,18,2,8,5.0
1073710,6961,19,1,14,6.0
3254036,6961,20,3,5,30.0
1862851,6961,21,2,18,6.0
1979114,6961,22,1,19,6.0
2772067,6961,23,1,13,21.0
2391404,6961,24,5,14,4.0
2088385,6961,25,4,17,6.0
1311710,6961,26,5,17,1.0
427274,7434,1,0,9,
3009828,7434,2,0,9,7.0
49330,7434,3,6,19,27.0
3175205,7434,4,0,11,8.0
1675987,7434,5,0,13,7.0
2375464,7434,6,6,10,6.0
2270890,7434,7,0,12,8.0
1309130,7434,8,0,21,14.0
2520514,7434,9,0,8,21.0
1955836,7434,10,6,19,6.0
2928575,7507,1,3,15,
606359,7507,2,0,13,30.0
95638,7507,3,5,17,12.0
2570150,7507,4,6,17,30.0
2542395,7507,5,3,10,30.0
845318,7507,6,5,14,2.0
766676,7507,7,4,12,6.0
1690014,7507,8,3,9,13.0
311376,7507,9,3,9,0.0
319314,7507,10,3,9,0.0
1313642,7507,11,0,10,11.0
2837885,7507,12,1,12,22.0
2997922,7507,13,3,12,2.0
1282457,7658,1,3,7,
2686186,7658,2,4,10,1.0
2006327,7658,3,5,15,1.0
1688891,7658,4,0,8,2.0
968659,7658,5,1,11,1.0
3344992,7658,6,2,9,1.0
940962,7658,7,3,12,1.0
533091,7658,8,3,17,0.0
2684868,7658,9,4,16,1.0
333383,7658,10,6,8,2.0
2515964,7658,11,0,11,1.0
66740,7658,12,1,12,1.0
2668145,7658,13,3,10,2.0
367770,7658,14,5,16,2.0
1286282,7658,15,1,12,3.0
2200556,7658,16,3,9,2.0
2329458,7658,17,6,11,3.0
1181153,7658,18,1,18,2.0
578235,7658,19,3,8,2.0
352912,7658,20,3,16,0.0
2913814,7658,21,4,9,1.0
3128234,7658,22,6,19,2.0
1459209,7658,23,0,13,1.0
2299256,7658,24,1,11,1.0
1518312,7658,25,1,15,0.0
2552400,7658,26,2,11,1.0
2339443,7658,27,3,11,1.0
1556993,7658,28,4,14,1.0
2607672,7658,29,0,10,3.0
626390,7658,30,2,14,2.0
2461890,7658,31,5,7,3.0
739454,7658,32,6,16,1.0
2721734,7658,33,0,10,1.0
944092,7658,34,0,19,0.0
679268,7658,35,5,18,5.0
90520,7658,36,0,10,2.0
3102838,7658,37,2,18,2.0
2239183,7658,38,3,11,1.0
1189259,7658,39,1,9,5.0
64699,7658,40,2,15,1.0
691323,7658,41,5,9,3.0
2105875,7658,42,0,16,2.0
847158,7658,43,3,18,3.0
1591571,7658,44,5,10,2.0
1718544,7658,45,6,9,1.0
2901290,7658,46,6,18,0.0
1197589,7658,47,0,9,1.0
1748991,7658,48,0,14,0.0
2724938,7658,49,1,9,1.0
1560452,7658,50,3,15,2.0
328563,7658,51,2,7,6.0
741947,7658,52,3,10,1.0
460100,7658,53,3,14,0.0
2594643,7658,54,4,11,1.0
2511843,7658,55,5,17,1.0
1461854,7658,56,6,9,1.0
323922,7658,57,6,14,0.0
3143913,7658,58,0,9,1.0
1952862,7658,59,1,14,1.0
1389941,7658,60,2,12,1.0
2404925,7658,61,3,8,1.0
478174,7658,62,4,16,1.0
2552508,7658,63,5,10,1.0
3302597,7658,64,0,17,2.0
910585,7658,65,1,6,1.0
2797660,7658,66,1,16,0.0
2717253,7658,67,2,18,1.0
3163579,7658,68,4,11,2.0
1144982,7658,69,5,9,1.0
977677,7658,70,6,14,1.0
1906993,7658,71,0,12,1.0
1672263,7658,72,1,15,1.0
1926983,7658,73,2,13,1.0
532231,7658,74,3,15,1.0
2548159,7658,75,5,8,2.0
1389366,7658,76,6,9,1.0
2533897,7658,77,6,14,0.0
2107024,7658,78,1,18,2.0
1442149,7658,79,2,18,1.0
1296159,7658,80,5,7,3.0
2406252,7658,81,0,17,2.0
2206809,7658,82,4,15,4.0
2875090,7658,83,5,8,1.0
1582,7658,84,6,12,1.0
729912,7658,85,6,14,0.0
45856,7658,86,1,9,2.0
1085989,7658,87,1,15,0.0
2536570,7658,88,2,10,1.0
1774261,7658,89,3,9,1.0
492551,7658,90,3,19,0.0
2254717,7658,91,4,12,1.0
187543,7658,92,5,18,1.0
108735,7658,93,6,14,1.0
2358205,7658,94,0,13,1.0
567700,7658,95,1,9,1.0
767968,7658,96,2,14,1.0
211862,7658,97,3,8,1.0
2531134,7658,98,3,17,0.0
1329670,7658,99,3,23,0.0
3320996,7658,100,4,17,1.0
2217062,8420,1,6,13,
933472,8420,2,1,12,2.0
3330952,8420,3,3,13,2.0
1232704,8420,4,6,15,3.0
1802526,8420,5,2,11,3.0
620859,8420,6,5,14,3.0
1557596,8420,7,2,11,4.0
2124512,8420,8,3,13,1.0
2641323,8420,9,5,10,2.0
3032844,8420,10,2,12,4.0
3106461,8420,11,4,16,2.0
2605386,8420,12,2,10,5.0
3399970,8420,13,3,16,1.0
228625,8420,14,4,16,1.0
942360,8420,15,6,11,2.0
783441,8420,16,6,13,0.0
2974562,8420,17,1,9,2.0
881126,8420,18,3,11,2.0
2421303,8420,19,5,9,2.0
1609195,8420,20,5,14,0.0
1808588,8420,21,1,12,3.0
2471853,8420,22,5,7,4.0
1441673,8420,23,2,11,4.0
1936208,8420,24,4,17,2.0
2909970,8420,25,6,13,9.0
2418976,8420,26,5,11,6.0
2824076,8420,27,0,12,2.0
394022,8420,28,3,14,3.0
2112094,8420,29,5,11,2.0
1312246,8420,30,1,13,3.0
1851391,8420,31,3,15,2.0
474677,8420,32,3,15,7.0
2399336,8420,33,1,13,5.0
2002294,8420,34,4,11,3.0
1837179,8420,35,3,14,6.0
2823708,8420,36,0,19,4.0
1079440,8420,37,2,13,2.0
2335007,8420,38,6,10,4.0
8975,8420,39,1,11,9.0
1231715,8420,40,2,17,1.0
3386865,8420,41,5,9,3.0
2477888,8420,42,5,14,0.0
1456210,8420,43,2,13,4.0
1453929,8420,44,4,10,2.0
3082455,8420,45,0,14,3.0
557522,8420,46,3,13,3.0
2675098,8420,47,4,10,1.0
2091663,8420,48,0,8,3.0
1526279,8420,49,3,8,3.0
1083114,8420,50,1,11,5.0
1870993,8420,51,2,12,1.0
93065,8420,52,3,15,1.0
1561076,8420,53,0,13,4.0
2870044,8420,54,3,16,3.0
387927,8420,55,5,9,2.0
459227,8420,56,0,12,2.0
3312914,8420,57,2,7,2.0
1099745,8420,58,0,13,5.0
166230,8420,59,2,15,2.0
2978957,8420,60,4,13,2.0
987416,8420,61,2,15,5.0
220566,8420,62,3,10,1.0
2375088,8420,63,4,10,1.0
2297740,8420,64,0,13,3.0
2986195,8420,65,0,17,7.0
2548212,8420,66,6,9,6.0
3293132,8420,67,2,11,3.0
590741,8420,68,3,10,1.0
2939117,8420,69,2,10,6.0
601957,8420,70,0,17,5.0
2084508,8420,71,1,13,1.0
1191723,8420,72,4,14,3.0
1647160,8420,73,5,14,1.0
1911637,8420,74,1,17,3.0
3156753,8420,75,4,10,3.0
596365,8420,76,5,8,1.0
3323622,8420,77,2,9,4.0
1002828,8420,78,4,10,2.0
317236,8420,79,5,13,1.0
2654459,8420,80,3,13,5.0
1003339,8420,81,5,11,2.0
2363296,8420,82,2,9,11.0
2365060,8420,83,4,16,2.0
1445590,8420,84,0,8,3.0
1386831,8420,85,2,21,2.0
1053629,8420,86,5,13,3.0
2737200,8420,87,0,15,2.0
2908337,8420,88,2,16,2.0
3283968,8420,89,5,15,3.0
1360152,8420,90,2,14,11.0
2065339,8420,91,3,11,1.0
2276399,8420,92,4,14,1.0
3305840,8420,93,5,13,1.0
1546870,8420,94,2,8,4.0
1374677,8420,95,3,10,1.0
490408,8420,96,6,12,3.0
391623,8420,97,1,9,2.0
1406769,8420,98,3,11,2.0
1199627,8420,99,5,10,2.0
1883106,8420,100,1,8,3.0
2172679,8435,1,3,18,
2912706,8435,2,6,16,3.0
2017323,8435,3,4,16,19.0
2133235,8435,4,5,8,8.0
563746,8435,5,2,17,11.0
349174,8435,6,6,10,11.0
2818252,8435,7,1,20,9.0
1458913,8435,8,0,9,13.0
2236013,8435,9,2,22,9.0
701662,8435,10,0,22,5.0
1522993,8435,11,2,14,9.0
501208,8435,12,2,19,7.0
458672,8435,13,0,15,12.0
3059297,8435,14,4,15,4.0
3018079,8435,15,2,20,5.0
545823,8435,16,5,8,3.0
3383607,8435,17,0,15,30.0
241525,8435,18,4,18,4.0
930412,8435,19,0,13,10.0
156865,8435,20,0,17,21.0
1874323,8435,21,4,12,11.0
2466393,8435,22,6,16,9.0
1817969,8435,23,3,19,18.0
2346875,8435,24,1,6,5.0
746085,8435,25,6,22,12.0
2437244,8435,26,0,21,15.0
2542327,8848,1,4,12,
2717223,8848,2,0,14,30.0
722214,8848,3,4,10,4.0
1146196,8848,4,4,13,14.0
480928,8848,5,4,10,21.0
815691,8848,6,4,9,7.0
470719,8848,7,6,11,2.0
1873444,8995,1,5,17,
886182,8995,2,5,12,14.0
3165611,8995,3,5,14,14.0
952407,8995,4,5,12,28.0
2822826,8995,5,1,14,10.0
2123532,8995,6,2,12,29.0
2172445,8995,7,4,9,9.0
3079502,8995,8,1,11,11.0
721072,8995,9,1,12,14.0
2563118,8995,10,2,10,29.0
17874,9077,1,4,16,
582145,9077,2,2,17,19.0
2299424,9077,3,0,20,5.0
999298,9077,4,1,19,1.0
2278397,9077,5,2,20,22.0
380093,9077,6,0,9,19.0
1368856,9077,7,2,13,9.0
1246183,9077,8,6,14,11.0
220400,9077,9,0,17,8.0
860022,9077,10,0,17,0.0
728986,9077,11,0,8,14.0
1785653,9077,12,1,16,15.0
2462122,9077,13,2,19,22.0
2881818,9077,14,1,18,6.0
2810486,9077,15,4,14,30.0
2696026,9077,16,1,17,30.0
547023,9458,1,1,19,
3087901,9458,2,4,10,10.0
226495,9458,3,0,22,30.0
779914,9458,4,4,14,18.0
2072530,9458,5,1,14,11.0
2605568,9458,6,3,22,23.0
1451109,9458,7,5,12,9.0
1320570,9458,8,2,18,4.0
1801689,9458,9,4,15,9.0
3419165,9458,10,3,1,30.0
1708104,9458,11,2,9,6.0
3405919,9458,12,4,19,30.0
3142331,9458,13,4,16,30.0
2349189,9458,14,5,10,8.0
2513681,9854,1,1,13,
1408810,9854,2,5,17,30.0
2123768,9854,3,6,15,8.0
918997,9854,4,0,17,30.0
1140749,9854,5,0,15,30.0
725646,9945,1,5,14,
1872421,9945,2,0,16,2.0
2435198,9945,3,0,13,7.0
315939,9945,4,1,12,1.0
1475692,9945,5,0,21,13.0
148705,9945,6,0,11,7.0
1676918,9945,7,2,11,2.0
